City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,medak,18.0333,78.2667,73.96,53,56,12.44,IN,1707706533
276,markala,13.7021,-6.0659,75.25,10,0,9.55,ML,1707706534
277,atafu village,-8.5421,-172.5159,82.67,82,100,17.69,TK,1707706534
278,peace river,56.2501,-117.286,25.11,74,20,8.05,CA,1707706534
279,noginsk-9,56.0668,38.5001,20.95,97,100,6.33,RU,1707706534
280,faya-largeau,17.9257,19.1043,69.39,14,3,10.18,TD,1707706534
281,yung shue wan,22.2333,114.1167,69.33,46,4,3.0,HK,1707706534
282,bloemfontein,-29.1211,26.214,65.68,88,17,4.61,ZA,1707706534
283,vengerovo,55.6848,76.7471,-10.73,94,77,11.27,RU,1707706535
284,monywa,22.1167,95.1333,74.12,40,100,6.33,MM,1707706535
285,rio grande,-32.035,-52.0986,74.95,95,2,6.6,BR,1707706535
286,podporozh'ye,60.9112,34.1706,6.21,95,98,6.02,RU,1707706535
287,alofi,-19.0595,-169.9187,85.89,79,100,9.22,NU,1707706535
288,lycksele,64.5954,18.6735,-20.33,76,100,3.44,SE,1707706397
289,carloforte,39.145,8.3058,57.18,66,2,21.72,IT,1707706536
290,bahia honda,22.9036,-83.1592,74.53,76,49,12.28,CU,1707706536
291,alice springs,-23.7,133.8833,81.95,65,100,16.11,AU,1707706536
292,arinos,-15.9169,-46.1056,68.27,96,51,1.07,BR,1707706536
293,carutapera,-1.195,-46.02,76.39,94,71,5.57,BR,1707706536
294,gadzhiyevo,69.2551,33.3362,-7.08,100,99,6.17,RU,1707706536
295,pierre,44.3683,-100.351,40.12,60,75,11.5,US,1707706423
296,viedma,-40.8135,-62.9967,79.83,33,100,16.28,AR,1707706537
297,xiangtan,27.85,112.9,50.32,61,74,7.43,CN,1707706537
298,belyy yar,53.6039,91.3903,12.09,62,0,8.95,RU,1707706537
299,ardestan,33.3761,52.3694,44.74,33,0,2.46,IR,1707706537
300,antalaha,-14.9003,50.2788,76.1,91,100,4.83,MG,1707706537
301,northam,51.0333,-4.2167,44.65,88,45,10.45,GB,1707706538
302,pontianak,-0.0333,109.3333,80.58,88,40,5.75,ID,1707706538
303,zhangye,38.9342,100.4517,40.41,16,17,1.5,CN,1707706538
304,fort-shevchenko,44.5086,50.263,36.73,91,90,6.44,KZ,1707706538
305,cedeira,43.6797,-8.0209,56.82,92,77,28.81,ES,1707706538
306,qarazhal,48.0078,70.7903,-7.37,96,5,3.67,KZ,1707706538
307,shubarshi,48.5872,57.1869,3.63,86,21,9.28,KZ,1707706538
308,kolonia,50.9333,6.95,47.97,86,75,9.22,DE,1707706538
309,wailua homesteads,22.0669,-159.378,77.79,70,75,8.05,US,1707706539
310,iquique,-20.2208,-70.1431,75.24,81,100,1.34,CL,1707706438
311,ortona,42.3496,14.4039,51.39,82,27,5.35,IT,1707706539
312,dwarka,22.2394,68.9678,69.98,39,100,10.2,IN,1707706539
313,dzilam gonzalez,21.2833,-88.9333,77.52,80,0,21.0,MX,1707706539
314,tamanrasset,22.785,5.5228,53.51,9,0,6.91,DZ,1707706540
315,kuching,1.55,110.3333,83.01,88,40,6.91,MY,1707706540
316,kaspiyskiy,45.3929,47.3707,36.54,86,100,7.83,RU,1707706540
317,posse,-14.0931,-46.3694,64.71,95,100,2.59,BR,1707706540
318,badvel,14.75,79.05,73.22,77,85,5.08,IN,1707706540
319,reggane,26.7158,0.1714,69.08,36,0,6.64,DZ,1707706540
320,sinop,41.7711,34.8709,48.02,64,100,8.52,TR,1707706541
321,ubinskoye,55.3068,79.6802,-2.25,93,100,12.28,RU,1707706541
322,san-pedro,4.7485,-6.6363,79.25,92,43,5.46,CI,1707706541
323,richards bay,-28.783,32.0377,70.88,73,100,3.6,ZA,1707706541
324,minot,48.2325,-101.2963,30.42,74,0,10.36,US,1707706384
325,santa maria da vitoria,-13.3947,-44.1886,69.71,85,100,1.63,BR,1707706342
326,bouna,9.2667,-3.0,74.86,13,0,1.97,CI,1707706542
327,buka,40.8108,69.1986,41.95,79,19,5.93,UZ,1707706542
328,nieuw amsterdam,5.8833,-55.0833,80.76,82,37,10.42,SR,1707706542
329,saint-pierre,-21.3393,55.4781,76.68,78,0,6.91,RE,1707706542
330,noumea,-22.2763,166.4572,84.18,99,63,17.56,NC,1707706542
331,kish,26.5578,54.0194,64.67,82,100,9.22,IR,1707706542
332,egilsstadir,65.2653,-14.3948,33.71,93,100,21.85,IS,1707706542
333,zhalantun,48.0,122.7167,23.54,71,100,1.81,CN,1707706423
334,belmonte,-15.8631,-38.8828,77.43,88,12,4.97,BR,1707706543
335,chibougamau,49.9168,-74.3659,13.62,85,100,6.91,CA,1707706543
336,prineville,44.2999,-120.8345,45.12,68,0,0.0,US,1707706543
337,general pinedo,-27.3167,-61.2833,86.99,70,51,4.0,AR,1707706543
338,kayyerkan,69.3786,87.7439,-34.22,96,28,4.97,RU,1707706543
339,bubaque,11.2833,-15.8333,79.27,62,0,8.16,GW,1707706543
340,salinopolis,-0.6136,-47.3561,78.66,89,96,9.66,BR,1707706543
341,grande prairie,55.1667,-118.8027,26.78,74,75,4.61,CA,1707706364
342,basco,20.4487,121.9702,70.27,59,38,25.57,PH,1707706544
343,peterhead,57.5058,-1.7981,39.6,85,79,6.53,GB,1707706544
344,nadi,-17.8,177.4167,84.2,84,75,17.27,FJ,1707706544
345,boonville,38.9736,-92.7432,35.46,80,0,5.75,US,1707706544
346,puerto lempira,15.2667,-83.7667,78.44,82,0,20.78,HN,1707706544
347,kachug,53.9606,105.8817,15.04,76,100,5.01,RU,1707706544
348,palembang,-2.9167,104.7458,84.29,79,75,13.8,ID,1707706545
349,wanning,18.8003,110.3967,70.34,69,100,3.06,CN,1707706545
350,bintulu,3.1667,113.0333,82.81,83,40,2.3,MY,1707706545
351,castillos,-34.1667,-53.8333,74.35,94,0,6.08,UY,1707706545
352,banda aceh,5.5577,95.3222,83.8,67,3,16.02,ID,1707706545
353,kurchatov,51.6601,35.6521,32.41,100,100,8.79,RU,1707706545
354,luwuk,-0.9516,122.7875,80.94,86,98,1.43,ID,1707706545
355,khash,28.2211,61.2158,49.6,64,100,2.53,IR,1707706546
356,g'azalkent,41.5581,69.7708,41.38,60,47,7.05,UZ,1707706546
357,saipan,15.1355,145.701,88.5,55,40,14.97,MP,1707706546
358,bullhead city,35.1478,-114.5683,54.86,32,0,10.36,US,1707706492
359,yuzhno-kurilsk,44.0306,145.8556,22.37,80,93,16.89,RU,1707706546
360,gioia del colle,40.7967,16.9236,48.07,89,0,4.61,IT,1707706546
361,quellon,-43.1167,-73.6167,49.32,71,1,6.73,CL,1707706547
362,antsiranana,-12.2787,49.2917,76.1,92,100,10.54,MG,1707706547
363,champerico,14.3,-91.9167,77.86,70,2,4.97,GT,1707706547
364,tara,56.8944,74.371,-16.65,98,50,5.44,RU,1707706547
365,lusaka,-15.4067,28.2871,65.39,71,62,9.4,ZM,1707706547
366,ceres,37.5949,-120.9577,55.35,65,0,4.61,US,1707706547
367,aibak,36.2647,68.0155,48.15,38,100,2.8,AF,1707706547
368,caluula,11.9661,50.7569,76.06,75,19,9.01,SO,1707706548
369,kristiansund,63.1115,7.732,38.05,60,100,8.05,NO,1707706548
370,kalevala,65.2,31.1667,-3.91,100,15,4.0,RU,1707706548
371,kourou,5.1552,-52.6478,78.85,86,70,8.97,GF,1707706548
372,sarakhs,36.5449,61.1577,50.05,42,18,4.07,IR,1707706548
373,puerto colombia,10.9878,-74.9547,82.49,75,6,26.84,CO,1707706550
374,muleshoe,34.2265,-102.7238,28.04,95,80,5.95,US,1707706550
375,pandan,14.0453,124.1694,77.54,72,71,25.23,PH,1707706550
376,tshikapa,-6.4167,20.8,71.64,86,93,2.48,CD,1707706522
377,boyalik,41.2634,28.6314,58.78,11,100,20.15,TR,1707706550
378,salekhard,66.53,66.6019,-27.33,93,12,5.08,RU,1707706550
379,gamba,-2.65,10.0,78.08,89,100,4.27,GA,1707706550
380,gizo,-8.103,156.8419,82.94,78,56,12.91,SB,1707706551
381,saudarkrokur,65.7461,-19.6394,32.92,78,100,19.44,IS,1707706551
382,nogliki,51.8333,143.1667,10.51,81,100,8.41,RU,1707706551
383,madalena,41.2162,-8.3345,57.78,96,46,7.76,PT,1707706551
384,severnoye,56.3491,78.3619,-9.02,95,92,8.99,RU,1707706551
385,bolotnoye,55.6717,84.3981,2.16,94,100,11.3,RU,1707706552
386,daund,18.4667,74.6,74.86,28,68,4.09,IN,1707706552
387,al quwayrah,29.8004,35.3116,44.6,44,72,7.65,JO,1707706552
388,taltal,-25.4,-70.4833,68.92,83,62,2.66,CL,1707706552
389,baoro,5.6667,15.9667,71.1,26,100,4.23,CF,1707706552
390,kzyltu,53.6364,72.3414,-6.74,98,51,10.16,KZ,1707706552
391,mission,26.2159,-98.3253,69.22,42,0,1.01,US,1707706553
392,howard springs,-12.497,131.047,76.91,84,100,8.46,AU,1707706553
393,baley,51.6,116.6333,22.87,71,97,2.73,RU,1707706553
394,prince albert,53.2001,-105.7677,24.75,74,0,11.5,CA,1707706553
395,happy valley-goose bay,53.3168,-60.3315,32.31,100,75,4.61,CA,1707706553
396,achacachi,-16.05,-68.6833,46.35,88,100,8.95,BO,1707706553
397,talakan,50.3167,130.3667,24.46,76,100,11.68,RU,1707706553
398,tralee,52.2704,-9.7026,39.83,79,11,8.52,IE,1707706554
399,uvinza,-5.1036,30.3911,66.88,96,98,0.51,TZ,1707706554
400,embi,48.8264,58.1442,-8.57,90,16,5.73,KZ,1707706554
401,papao,-17.75,-149.55,80.28,82,100,7.29,PF,1707706554
402,yurga,55.7231,84.8861,3.0,93,100,11.48,RU,1707706554
403,uturoa,-16.7333,-151.4333,82.04,86,100,24.56,PF,1707706554
404,san juan,-31.5375,-68.5364,88.39,51,21,10.04,AR,1707706554
405,mendoza,-32.8908,-68.8272,81.93,65,20,2.3,AR,1707706362
406,muisne,0.6,-80.0333,78.33,88,93,3.15,EC,1707706555
407,along,28.1667,94.7667,63.91,37,2,0.58,IN,1707706555
408,vorkuta,67.5,64.0,-26.28,100,100,4.63,RU,1707706555
409,seeb,23.6703,58.1891,69.89,83,40,4.61,OM,1707706555
410,ajuy,11.1724,123.0197,79.16,79,60,23.11,PH,1707706555
411,tchollire,8.4022,14.1698,73.36,22,1,2.04,CM,1707706555
412,ust-nera,64.5667,143.2,-21.93,96,48,1.88,RU,1707706555
413,chabahar,25.2919,60.643,68.74,77,2,4.09,IR,1707706556
414,kefamenanu,-9.4467,124.4781,80.01,75,100,7.56,ID,1707706556
415,matthew town,20.95,-73.6667,76.1,71,1,18.57,BS,1707706556
416,colmenar de oreja,40.1068,-3.3855,42.28,94,100,9.13,ES,1707706556
417,nizhneangarsk,55.7833,109.55,5.0,82,15,8.01,RU,1707706556
418,guanare,9.0418,-69.7421,76.1,65,7,5.44,VE,1707706556
419,greenville,35.6127,-77.3663,61.14,95,100,8.05,US,1707706256
420,qamdo,31.1667,97.2333,21.25,36,5,4.41,CN,1707706556
421,san martin,-33.081,-68.4681,82.94,52,36,7.07,AR,1707706557
422,grand falls-windsor,48.9332,-55.6649,34.5,94,100,4.97,CA,1707706557
423,deder,9.3167,41.45,57.69,75,48,3.06,ET,1707706557
424,kailua-kona,19.6406,-155.9956,78.76,76,75,6.91,US,1707706402
425,kapa'a,22.0752,-159.319,79.12,70,75,8.05,US,1707706557
426,hadibu,12.65,54.0333,75.56,77,22,5.97,YE,1707706557
427,bezhetsk,57.7851,36.6965,20.32,96,98,6.82,RU,1707706557
428,dondo,-19.6094,34.7431,74.71,90,98,10.92,MZ,1707706557
429,beberibe,-4.1797,-38.1306,80.89,85,91,13.31,BR,1707706557
430,hit,33.6416,42.8251,56.91,57,4,8.01,IQ,1707706558
431,yegorlykskaya,46.5656,40.6562,49.6,71,100,7.16,RU,1707706558
432,knyaze-volkonskoye,48.4642,135.4567,23.34,90,100,11.99,RU,1707706558
433,la foa,-21.7108,165.8276,84.72,70,66,11.9,NC,1707706558
434,siwa oasis,29.2041,25.5195,58.82,25,90,7.74,EG,1707706558
435,malanje,-9.5402,16.341,65.16,96,97,1.5,AO,1707706558
436,novyy urengoy,66.0833,76.6333,-23.15,98,75,7.7,RU,1707706558
437,petropavlovka,50.6114,105.3196,22.69,87,98,4.16,RU,1707706558
438,selma,36.5708,-119.6121,55.45,71,0,3.44,US,1707706559
439,kolonia town,6.964,158.206,87.91,74,75,17.27,FM,1707706559
440,betio village,1.358,172.9211,89.64,77,95,9.35,KI,1707706559
441,peterborough,52.5736,-0.2478,39.27,93,75,9.22,GB,1707706274
442,bei'an,24.5399,109.533,64.08,46,1,5.5,CN,1707706559
443,kelso,46.1468,-122.9084,51.82,84,100,10.0,US,1707706559
444,murghob,38.1702,73.9667,-3.28,62,11,5.82,TJ,1707706559
445,chimbarongo,-34.7,-71.05,72.48,56,20,0.67,CL,1707706559
446,wangkui,46.8333,126.5,26.6,79,47,20.22,CN,1707706560
447,cho dok,10.7,105.1167,82.29,49,12,7.45,VN,1707706560
448,es castell,39.8795,4.2854,52.48,76,0,8.05,ES,1707706560
449,kidal,18.4411,1.4078,71.35,9,0,6.11,ML,1707706560
450,arraial do cabo,-22.9661,-42.0278,73.85,90,23,7.31,BR,1707706560
451,cobija,-11.0267,-68.7692,74.55,97,100,1.23,BO,1707706560
452,i-n-salah,27.1935,2.4607,64.89,33,0,9.08,DZ,1707706561
453,san clemente,33.427,-117.612,57.27,69,2,1.99,US,1707706561
454,adrar,20.5022,-10.0711,65.59,36,0,8.3,MR,1707706561
455,sona,45.4388,10.8255,47.48,93,75,4.61,IT,1707706561
456,krasavino,60.9614,46.4814,2.37,97,100,4.09,RU,1707706561
457,kerikeri,-35.2268,173.9474,72.39,53,22,9.8,NZ,1707706561
458,vangviang,18.9333,102.45,79.84,54,9,1.68,LA,1707706561
459,mansa,29.9833,75.3833,54.7,43,59,1.81,IN,1707706561
460,shahpur,16.7,76.8333,73.4,50,72,13.31,IN,1707706562
461,macau,22.2006,113.5461,69.6,52,0,8.05,MO,1707706562
462,lepsy,46.235,78.9456,18.21,74,100,7.78,KZ,1707706562
463,flying fish cove,-10.4217,105.6791,85.68,74,40,5.75,CX,1707706562
464,mar del plata,-38.0023,-57.5575,77.02,83,0,4.61,AR,1707706414
465,kulhudhuffushi,6.6221,73.07,81.39,69,6,6.6,MV,1707706563
466,east london,-33.0153,27.9116,65.88,81,69,10.11,ZA,1707706563
467,pambujan,12.5642,124.9276,78.55,78,83,28.83,PH,1707706563
468,usinsk,65.9939,57.5281,-29.92,100,96,5.01,RU,1707706563
469,hibbing,47.4272,-92.9377,26.42,63,100,0.0,US,1707706563
470,aba,5.1066,7.3667,80.4,83,7,3.22,NG,1707706343
471,tasek glugor,5.4803,100.4985,85.93,58,20,10.36,MY,1707706563
472,chebba,35.2372,11.115,50.94,64,0,9.89,TN,1707706564
473,pimentel,-6.8367,-79.9342,77.29,78,20,8.05,PE,1707706564
474,dzhambeyty,50.2536,52.595,3.96,83,96,9.62,KZ,1707706564
475,kharkhorin,47.1975,102.8238,32.07,57,99,13.89,MN,1707706564
476,altamira,-3.2033,-52.2064,73.35,99,100,2.44,BR,1707706564
477,coronel suarez,-37.4547,-61.9334,72.09,67,27,5.93,AR,1707706565
478,aras-asan,8.8908,126.3033,82.22,66,27,12.91,PH,1707706565
479,glen innes,-29.7333,151.7333,76.03,46,93,7.07,AU,1707706565
480,saint-francois,46.4154,3.9054,40.68,88,75,3.44,FR,1707706565
481,cururupu,-1.8283,-44.8683,75.92,96,48,3.2,BR,1707706565
482,najran,17.4924,44.1277,61.45,82,54,3.87,SA,1707706565
483,shenjiamen,29.9576,122.298,50.49,70,0,15.1,CN,1707706566
484,bangor,54.6534,-5.669,38.08,92,75,10.36,GB,1707706566
485,mermoz boabab,14.7065,-17.4758,72.16,76,0,10.98,SN,1707706566
486,leirvik,59.7798,5.5005,39.85,68,100,11.1,NO,1707706566
487,logan,41.7355,-111.8344,32.7,69,0,0.0,US,1707706532
488,hwange,-18.3693,26.5019,69.84,72,42,4.97,ZW,1707706566
489,weatherford,32.7593,-97.7972,40.21,90,100,5.99,US,1707706526
490,kirkwall,58.9848,-2.9587,41.97,93,75,2.3,GB,1707706566
491,remire-montjoly,4.9167,-52.2667,78.84,89,75,4.61,GF,1707706567
492,jayapura,-2.5333,140.7,88.99,71,98,6.38,ID,1707706567
493,jalingo,8.8833,11.3667,77.34,20,0,3.24,NG,1707706567
494,dakhla,23.6848,-15.958,65.34,83,0,17.54,EH,1707706567
495,kyelang,32.5833,77.0333,4.24,58,22,6.6,IN,1707706567
496,xifeng,42.7372,124.7222,37.17,57,0,20.2,CN,1707706567
497,mahajanga,-15.7167,46.3167,77.02,94,40,2.3,MG,1707706568
498,port augusta,-32.5,137.7667,102.83,14,0,7.65,AU,1707706568
499,watampone,-4.5386,120.3279,77.49,92,100,5.5,ID,1707706568
500,clarksville,36.5298,-87.3595,49.53,79,75,6.91,US,1707706337
501,borda da mata,-22.2742,-46.1653,64.24,96,30,4.88,BR,1707706568
502,kisangani,0.5167,25.2,72.0,84,77,2.37,CD,1707706568
503,moscow,55.7522,37.6156,23.43,97,100,6.46,RU,1707706309
504,sao filipe,14.8961,-24.4956,72.91,76,2,9.1,CV,1707706568
505,vorgashor,67.5833,63.95,-29.88,100,100,3.71,RU,1707706569
506,fort bragg,35.139,-79.006,61.83,94,40,0.0,US,1707706569
507,vecumnieki,56.6064,24.5222,31.69,96,100,8.34,LV,1707706569
508,okha,53.5739,142.9478,5.04,87,100,7.45,RU,1707706569
509,berdigestyakh,62.0989,126.6992,-10.52,95,100,6.26,RU,1707706569
510,bikenibeu village,1.3673,173.1241,89.56,70,75,9.22,KI,1707706569
511,nova sintra,14.8667,-24.7167,68.09,80,2,17.6,CV,1707706570
512,dryden,49.7833,-92.7503,17.89,93,75,2.3,CA,1707706570
513,morshansk,53.4435,41.8107,20.98,96,100,9.95,RU,1707706570
514,al ghayzah,16.2079,52.176,72.07,81,40,5.75,YE,1707706570
515,uribia,11.7139,-72.266,80.8,70,4,18.75,CO,1707706570
516,saint croix,17.7397,-64.7388,77.45,79,100,10.36,VI,1707706570
517,al burayqah,30.4062,19.5739,64.29,67,100,19.17,LY,1707706571
518,skeldon,5.8833,-57.1333,78.22,80,10,8.7,GY,1707706571
519,aqaba,29.5267,35.0078,53.46,62,77,2.3,JO,1707706571
520,jining,35.405,116.5814,54.12,48,0,13.98,CN,1707706571
521,paradip garh,20.3167,86.6167,73.06,49,22,5.32,IN,1707706571
522,touros,-5.1989,-35.4608,80.04,82,40,13.51,BR,1707706572
523,nar'yan-mar,67.6713,53.087,-27.89,100,27,4.0,RU,1707706572
524,charters towers,-20.1,146.2667,91.62,36,5,7.74,AU,1707706572
525,sechura,-5.5569,-80.8222,77.49,81,100,12.24,PE,1707706572
526,lauro de freitas,-12.8944,-38.3272,80.62,89,40,6.91,BR,1707706277
527,olinda,-8.0089,-34.8553,82.13,74,75,14.97,BR,1707706572
528,shingu,33.7333,135.9833,50.41,39,8,6.98,JP,1707706573
529,portland,45.5234,-122.6762,52.61,78,100,8.99,US,1707706340
530,zhumysker,49.3333,49.4,22.59,90,100,11.83,KZ,1707706573
531,nemuro,43.3236,145.575,27.79,63,29,13.8,JP,1707706573
532,milngavie,55.9407,-4.3231,40.95,90,75,12.66,GB,1707706573
533,vanju-mare,44.4253,22.8697,50.09,89,100,4.76,RO,1707706573
534,magadan,59.5667,150.8,-3.48,81,100,4.63,RU,1707706573
535,kenai,60.5544,-151.2583,33.89,84,100,20.71,US,1707706574
536,labuan bajo,-8.4964,119.8877,80.46,84,100,18.25,ID,1707706574
537,arno,60.1167,18.6333,19.78,92,100,12.35,SE,1707706574
538,la gomera,14.0833,-91.05,73.45,78,7,3.58,GT,1707706574
539,antonio enes,-16.2325,39.9086,74.97,99,71,4.43,MZ,1707706574
540,bardai,11.65,7.2333,68.77,17,66,8.48,NG,1707706574
541,tougue,11.4667,-11.6,69.69,17,0,1.41,GN,1707706575
542,sorsk,54.0033,90.2467,1.29,77,100,8.52,RU,1707706575
543,al marj,32.488,20.8317,54.07,77,100,6.22,LY,1707706575
544,pugachev,52.0133,48.8025,5.47,88,100,8.68,RU,1707706575
545,kryvyi rih,47.9167,33.35,48.78,83,100,13.96,UA,1707706575
546,prado,-17.3411,-39.2208,76.41,91,12,2.59,BR,1707706575
547,dawson creek,55.7666,-120.2362,24.44,80,0,3.44,CA,1707706576
548,riverton,40.5219,-111.9391,32.49,70,0,11.01,US,1707706573
549,zhob,31.3411,69.4481,48.92,33,100,1.3,PK,1707706576
550,karratha,-20.7377,116.8463,97.14,35,0,9.84,AU,1707706576
551,monitos,8.25,-76.05,78.26,91,66,5.68,CO,1707706576
552,santa terezinha,-29.9002,-50.0904,76.33,91,80,8.57,BR,1707706576
553,brokopondo,4.75,-55.1667,77.97,77,11,11.74,SR,1707706577
